provider,instance_id,instance_family,instance_type,vcpus,memory_gib,region,zone,price_per_hour,spot_price_per_hour,gpu_model,gpu_count
AWS,z1d.large,z1d,z1d.large,2,16.0,us-east-1,,0.186,0.050960000000000005,,
AWS,m4.4xlarge,m4,m4.4xlarge,16,64.0,us-east-1,,0.8,0.2934666666666667,,
AWS,r6idn.2xlarge,r6idn,r6idn.2xlarge,8,64.0,us-east-1,,0.78156,0.43518,,
AWS,m7gd.xlarge,m7gd,m7gd.xlarge,4,16.0,us-east-1,,0.2136,0.10246,,
AWS,c8g.16xlarge,c8g,c8g.16xlarge,64,128.0,us-east-1,,2.55232,0.83452,,
AWS,r5d.metal,r5d,r5d.metal,96,768.0,us-east-1,,6.912,1.91052,,
AWS,i3.4xlarge,i3,i3.4xlarge,16,122.0,us-east-1,,1.248,0.55165,,
AWS,a1.xlarge,a1,a1.xlarge,4,8.0,us-east-1,,0.102,0.102,,
AWS,m8g.4xlarge,m8g,m8g.4xlarge,16,64.0,us-east-1,,0.71808,0.271925,,
AWS,c7a.48xlarge,c7a,c7a.48xlarge,192,384.0,us-east-1,,9.85344,2.90382,,
AWS,i4i.32xlarge,i4i,i4i.32xlarge,128,1024.0,us-east-1,,10.9824,3.5808799999999996,,
AWS,m4.xlarge,m4,m4.xlarge,4,16.0,us-east-1,,0.2,0.08676666666666666,,
AWS,m6idn.32xlarge,m6idn,m6idn.32xlarge,128,512.0,us-east-1,,10.18368,4.0756,,
AWS,c6gn.12xlarge,c6gn,c6gn.12xlarge,48,96.0,us-east-1,,2.0736,0.47728000000000004,,
AWS,g2.2xlarge,g2,g2.2xlarge,8,15.0,us-east-1,,0.65,,,
AWS,c5a.large,c5a,c5a.large,2,4.0,us-east-1,,0.077,0.02754,,
AWS,m5n.2xlarge,m5n,m5n.2xlarge,8,32.0,us-east-1,,0.476,0.37751999999999997,,
AWS,g4ad.16xlarge,g4ad,g4ad.16xlarge,64,256.0,us-east-1,,3.468,1.5008,Radeon Pro V520,4.0
AWS,c4.large,c4,c4.large,2,3.75,us-east-1,,0.1,0.038933333333333334,,
AWS,g5g.xlarge,g5g,g5g.xlarge,4,8.0,us-east-1,,0.42,0.1174,T4g,1.0
AWS,i7ie.12xlarge,i7ie,i7ie.12xlarge,48,384.0,us-east-1,,6.2376,2.6439399999999997,,
AWS,c5.9xlarge,c5,c5.9xlarge,36,72.0,us-east-1,,1.53,0.57416,,
AWS,r5d.24xlarge,r5d,r5d.24xlarge,96,768.0,us-east-1,,6.912,2.20804,,
AWS,r6id.8xlarge,r6id,r6id.8xlarge,32,256.0,us-east-1,,2.4192,0.92018,,
